# Model name: Exo_k
# Diameter: 12756.2				# Diameter of the planet [km]
# Gravity: 9.81				# Gravity at the surface of the atmosphere [m/s2]
# Star-distance: 1				# Planet-star distance [ua]
# Star-type: Sun				# Host-star type
# Star-temperature: 5770				# Host-star temperature [K]
# Wavelength-min: N/A				# Minimum wavelength [um]
# Wavelength-max: N/A				# Maximum wavelength [um]
# Radiance-unit: W/m^2				# Radiation output unit
# Surface-temperature: 288.0				# Surface temperature [K]
# Surface-albedo: 0.32				# Surface albedo
# Surface-emissivity: 0.9				# Surface emissivity
# Opacity: corrk + continuum				# corrk + continuum
# Line opacities: H2O, CO2
# CIA opacities: H2O-H2O, H2O-N2, CO2-CO2, N2-N2
# Rayleigh opacities: N2, CO2, H2O
# Outgoing thermal radiation - OTR (W/m^2): 231.35024178412954
# Absorbed stellar radiation - ASR (W/m^2): 253.99610257058663
# Atmosphere-description: Modern Earth
# Atmosphere-columns: P T MMW Alt vmrN2 vmrCO2 vmrH2O OTR ASR
# units: Pa K g/mol km N/A N/A N/A W/m^2 W/m^2
# Atmosphere-fit-T: N/A
# Atmosphere-fit-N2 N/A
# Atmosphere-fit-CO2: N/A
# Atmosphere-fit-H2O: N/A
# Atmosphere-layers: 201
#   P (Pa)     T (K)   MMW (g/mol)    Alt (km)       N2           CO2            H2O           OTR           ASR
7.88619e+03   200.000     28.02      1.788e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.16175e+02   2.51674e+02
7.61832e+03   200.000     28.02      1.809e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.16498e+02   2.51736e+02
7.35955e+03   200.000     28.02      1.830e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.16818e+02   2.51796e+02
7.10957e+03   200.000     28.02      1.851e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.17135e+02   2.51855e+02
6.86808e+03   200.000     28.02      1.872e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.17450e+02   2.51912e+02
6.63479e+03   200.000     28.02      1.893e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.17761e+02   2.51968e+02
6.40943e+03   200.000     28.02      1.914e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.18069e+02   2.52022e+02
6.19172e+03   200.000     28.02      1.935e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.18374e+02   2.52075e+02
5.98140e+03   200.000     28.02      1.956e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.18675e+02   2.52126e+02
5.77823e+03   200.000     28.02      1.977e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.18972e+02   2.52176e+02
5.58196e+03   200.000     28.02      1.998e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.19266e+02   2.52225e+02
5.39235e+03   200.000     28.02      2.019e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.19556e+02   2.52272e+02
5.20918e+03   200.000     28.02      2.040e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.19841e+02   2.52318e+02
5.03224e+03   200.000     28.02      2.061e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.20122e+02   2.52363e+02
4.86130e+03   200.000     28.02      2.082e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.20399e+02   2.52406e+02
4.69616e+03   200.000     28.02      2.103e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.20672e+02   2.52448e+02
4.53664e+03   200.000     28.02      2.124e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.20940e+02   2.52489e+02
4.38253e+03   200.000     28.02      2.145e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.21204e+02   2.52529e+02
4.23365e+03   200.000     28.02      2.167e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.21463e+02   2.52568e+02
4.08983e+03   200.000     28.02      2.188e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.21717e+02   2.52606e+02
3.95088e+03   200.000     28.02      2.209e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.21967e+02   2.52642e+02
3.81666e+03   200.000     28.02      2.230e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.22212e+02   2.52678e+02
3.68699e+03   200.000     28.02      2.251e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.22452e+02   2.52713e+02
3.56172e+03   200.000     28.02      2.272e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.22688e+02   2.52746e+02
3.44070e+03   200.000     28.02      2.293e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.22918e+02   2.52779e+02
3.32379e+03   200.000     28.02      2.314e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.23144e+02   2.52811e+02
3.21084e+03   200.000     28.02      2.335e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.23366e+02   2.52842e+02
3.10172e+03   200.000     28.02      2.356e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.23582e+02   2.52872e+02
2.99631e+03   200.000     28.02      2.377e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.23794e+02   2.52901e+02
2.89446e+03   200.000     28.02      2.398e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.24000e+02   2.52929e+02
2.79607e+03   200.000     28.02      2.419e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.24203e+02   2.52957e+02
2.70101e+03   200.000     28.02      2.440e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.24400e+02   2.52984e+02
2.60916e+03   200.000     28.02      2.462e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.24593e+02   2.53010e+02
2.52043e+03   200.000     28.02      2.483e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.24781e+02   2.53035e+02
2.43470e+03   200.000     28.02      2.504e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.24965e+02   2.53060e+02
2.35186e+03   200.000     28.02      2.525e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.25145e+02   2.53084e+02
2.27183e+03   200.000     28.02      2.546e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.25320e+02   2.53108e+02
2.19450e+03   200.000     28.02      2.567e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.25490e+02   2.53131e+02
2.11978e+03   200.000     28.02      2.588e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.25657e+02   2.53153e+02
2.04757e+03   200.000     28.02      2.609e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.25819e+02   2.53175e+02
1.97780e+03   200.000     28.02      2.630e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.25977e+02   2.53196e+02
1.91038e+03   200.000     28.02      2.652e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.26131e+02   2.53217e+02
1.84522e+03   200.000     28.02      2.673e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.26281e+02   2.53238e+02
1.78224e+03   200.000     28.02      2.694e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.26427e+02   2.53258e+02
1.72138e+03   200.000     28.02      2.715e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.26570e+02   2.53277e+02
1.66255e+03   200.000     28.02      2.736e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.26709e+02   2.53296e+02
1.60569e+03   200.000     28.02      2.758e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.26844e+02   2.53315e+02
1.55072e+03   200.000     28.02      2.779e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.26976e+02   2.53333e+02
1.49758e+03   200.000     28.02      2.800e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.27105e+02   2.53351e+02
1.44620e+03   200.000     28.02      2.821e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.27230e+02   2.53369e+02
1.39652e+03   200.000     28.02      2.843e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.27352e+02   2.53386e+02
1.34847e+03   200.000     28.02      2.864e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.27471e+02   2.53403e+02
1.30201e+03   200.000     28.02      2.886e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.27588e+02   2.53419e+02
1.25706e+03   200.000     28.02      2.907e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.27701e+02   2.53435e+02
1.21358e+03   200.000     28.02      2.929e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.27812e+02   2.53451e+02
1.17151e+03   200.000     28.02      2.950e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.27920e+02   2.53467e+02
1.13079e+03   200.000     28.02      2.972e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.28026e+02   2.53482e+02
1.09138e+03   200.000     28.02      2.993e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.28129e+02   2.53497e+02
1.05323e+03   200.000     28.02      3.015e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.28231e+02   2.53511e+02
1.01629e+03   200.000     28.02      3.037e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.28330e+02   2.53526e+02
9.80504e+02   200.000     28.02      3.059e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.28427e+02   2.53540e+02
9.45837e+02   200.000     28.02      3.081e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.28521e+02   2.53554e+02
9.12242e+02   200.000     28.02      3.103e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.28613e+02   2.53567e+02
8.79675e+02   200.000     28.02      3.125e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.28703e+02   2.53580e+02
8.48094e+02   200.000     28.02      3.147e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.28790e+02   2.53593e+02
8.17458e+02   200.000     28.02      3.170e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.28875e+02   2.53606e+02
7.87729e+02   200.000     28.02      3.193e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.28957e+02   2.53618e+02
7.58868e+02   200.000     28.02      3.215e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29038e+02   2.53630e+02
7.30836e+02   200.000     28.02      3.238e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29117e+02   2.53642e+02
7.03599e+02   200.000     28.02      3.262e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29194e+02   2.53654e+02
6.77119e+02   200.000     28.02      3.285e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29269e+02   2.53665e+02
6.51365e+02   200.000     28.02      3.309e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29342e+02   2.53676e+02
6.26302e+02   200.000     28.02      3.333e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29413e+02   2.53687e+02
6.01898e+02   200.000     28.02      3.357e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29483e+02   2.53698e+02
5.78123e+02   200.000     28.02      3.382e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29552e+02   2.53708e+02
5.54947e+02   200.000     28.02      3.407e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29618e+02   2.53718e+02
5.32342e+02   200.000     28.02      3.432e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29684e+02   2.53728e+02
5.10280e+02   200.000     28.02      3.458e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29748e+02   2.53738e+02
4.88735e+02   200.000     28.02      3.484e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29811e+02   2.53748e+02
4.67684e+02   200.000     28.02      3.511e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29872e+02   2.53757e+02
4.47103e+02   200.000     28.02      3.539e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29933e+02   2.53767e+02
4.26971e+02   200.000     28.02      3.567e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.29992e+02   2.53776e+02
4.07269e+02   200.000     28.02      3.596e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30050e+02   2.53785e+02
3.87979e+02   200.000     28.02      3.626e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30107e+02   2.53794e+02
3.69085e+02   200.000     28.02      3.656e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30163e+02   2.53803e+02
3.50575e+02   200.000     28.02      3.688e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30219e+02   2.53812e+02
3.32437e+02   200.000     28.02      3.720e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30273e+02   2.53820e+02
3.14663e+02   200.000     28.02      3.754e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30326e+02   2.53829e+02
2.97246e+02   200.000     28.02      3.789e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30379e+02   2.53837e+02
2.80184e+02   200.000     28.02      3.825e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30430e+02   2.53845e+02
2.63478e+02   200.000     28.02      3.862e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30481e+02   2.53853e+02
2.47129e+02   200.000     28.02      3.902e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30530e+02   2.53861e+02
2.31145e+02   200.000     28.02      3.943e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30579e+02   2.53869e+02
2.15536e+02   200.000     28.02      3.985e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30627e+02   2.53876e+02
2.00313e+02   200.000     28.02      4.030e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30673e+02   2.53884e+02
1.85495e+02   200.000     28.02      4.077e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30719e+02   2.53891e+02
1.71099e+02   200.000     28.02      4.127e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30764e+02   2.53898e+02
1.57150e+02   200.000     28.02      4.179e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30807e+02   2.53905e+02
1.43671e+02   200.000     28.02      4.234e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30850e+02   2.53911e+02
1.30690e+02   200.000     28.02      4.292e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30891e+02   2.53918e+02
1.18236e+02   200.000     28.02      4.353e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30931e+02   2.53924e+02
1.06339e+02   200.000     28.02      4.419e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.30970e+02   2.53930e+02
9.50294e+01   200.000     28.02      4.488e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31008e+02   2.53935e+02
8.43361e+01   200.000     28.02      4.561e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31043e+02   2.53940e+02
7.42868e+01   200.000     28.02      4.639e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31077e+02   2.53946e+02
6.49059e+01   200.000     28.02      4.721e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31109e+02   2.53950e+02
5.62140e+01   200.000     28.02      4.810e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31139e+02   2.53955e+02
4.82262e+01   200.000     28.02      4.904e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31166e+02   2.53959e+02
4.09512e+01   200.000     28.02      5.004e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31192e+02   2.53963e+02
3.43905e+01   200.000     28.02      5.112e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31215e+02   2.53966e+02
2.85375e+01   200.000     28.02      5.226e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31236e+02   2.53970e+02
2.33769e+01   200.000     28.02      5.349e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31255e+02   2.53973e+02
1.88846e+01   200.000     28.02      5.480e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31272e+02   2.53975e+02
1.50282e+01   200.000     28.02      5.621e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31286e+02   2.53978e+02
1.17672e+01   200.000     28.02      5.771e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31299e+02   2.53980e+02
9.05450e+00   200.000     28.02      5.933e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31309e+02   2.53983e+02
6.83746e+00   200.000     28.02      6.106e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31318e+02   2.53985e+02
5.05985e+00   200.000     28.02      6.292e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31325e+02   2.53987e+02
3.66374e+00   200.000     28.02      6.491e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31331e+02   2.53989e+02
2.59142e+00   200.000     28.02      6.705e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31335e+02   2.53990e+02
1.78735e+00   200.000     28.02      6.934e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31339e+02   2.53992e+02
1.19983e+00   200.000     28.02      7.181e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31342e+02   2.53993e+02
7.82330e-01   200.000     28.02      7.445e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31344e+02   2.53994e+02
4.94405e-01   200.000     28.02      7.729e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31346e+02   2.53994e+02
3.02131e-01   200.000     28.02      8.034e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31347e+02   2.53995e+02
1.78097e-01   200.000     28.02      8.362e+01   9.99581e-01   3.99832e-04   1.92366e-05   2.31349e+02   2.53996e+02
